2001	1	1	-5.5778061	
2001	1	2	-4.810792	
2001	1	3	-4.3190107	
2001	1	4	-8.4120447	
2001	1	5	-9.7853604	
2001	1	6	-7.4778147	
2001	1	7	-3.4437977	
2001	1	8	0.54842	
2001	1	9	2.0855814	
2001	1	10	-0.2410791	
2001	1	11	-5.2738754	
2001	1	12	-7.95524	
2001	1	13	-11.493937	
2001	1	14	-10.352441	
2001	1	15	-15.089156	
2001	1	16	-15.803427	
2001	1	17	-13.745501	
2001	1	18	-8.399292	
2001	1	19	-0.94360392	
2001	1	20	-0.15684273	
2001	1	21	0.48095206	
2001	1	22	-2.0060033	
2001	1	23	-1.8474615	
2001	1	24	-3.1343357	
2001	1	25	-0.071971728	
2001	1	26	2.5073236	
2001	1	27	1.4741646	
2001	1	28	0.019500901	
2001	1	29	-3.0224079	
2001	1	30	-2.6805433	
2001	1	31	-0.852276	
2001	2	1	-0.42501073	
2001	2	2	-5.5362118	
2001	2	3	-5.3374293	
2001	2	4	-0.069631878	
2001	2	5	1.1751759	
2001	2	6	1.1126095	
2001	2	7	2.3764612	
2001	2	8	-2.2753146	
2001	2	9	-4.979199	
2001	2	10	-0.97380662	
2001	2	11	-1.46571	
2001	2	12	-3.3873221	
2001	2	13	-4.2483939	
2001	2	14	-3.8313574	
2001	2	15	-3.6187041	
2001	2	16	-2.9735674	
2001	2	17	-6.1682618	
2001	2	18	-2.5998456	
2001	2	19	2.5442916	
2001	2	20	3.5221791	
2001	2	21	3.5700225	
2001	2	22	5.5787546	
2001	2	23	5.7299189	
2001	2	24	3.1828558	
2001	2	25	0.004677775	
2001	2	26	-0.460235	
2001	2	27	1.5343502	
2001	2	28	2.7170445	
2001	3	1	3.1979181	
2001	3	2	4.5176921	
2001	3	3	3.6907475	
2001	3	4	3.5841793	
2001	3	5	-1.3094137	
2001	3	6	1.9198652	
2001	3	7	3.7413684	
2001	3	8	-1.3937761	
2001	3	9	-3.6239719	
2001	3	10	0.16300924	
2001	3	11	2.2962272	
2001	3	12	0.56764407	
2001	3	13	2.0775426	
2001	3	14	4.6127293	
2001	3	15	7.9531172	
2001	3	16	4.1884882	
2001	3	17	5.6619668	
2001	3	18	7.366892	
2001	3	19	7.764007	
2001	3	20	8.2087122	
2001	3	21	11.39184	
2001	3	22	12.476126	
2001	3	23	11.418969	
2001	3	24	10.173691	
2001	3	25	13.245448	
2001	3	26	9.6729311	
2001	3	27	3.5755181	
2001	3	28	2.8972905	
2001	3	29	4.05277	
2001	3	30	3.1049172	
2001	3	31	3.9568782	
2001	4	1	5.0619127	
2001	4	2	6.5011698	
2001	4	3	6.8969386	
2001	4	4	8.788416	
2001	4	5	10.146854	
2001	4	6	9.1680592	
2001	4	7	11.628201	
2001	4	8	13.354774	
2001	4	9	16.073751	
2001	4	10	20.4297	
2001	4	11	17.983993	
2001	4	12	9.2183679	
2001	4	13	8.8682561	
2001	4	14	10.671405	
2001	4	15	9.2257679	
2001	4	16	12.945901	
2001	4	17	14.860777	
2001	4	18	15.61417	
2001	4	19	16.383485	
2001	4	20	13.480629	
2001	4	21	14.777283	
2001	4	22	14.346716	
2001	4	23	14.297197	
2001	4	24	12.439346	
2001	4	25	13.762329	
2001	4	26	13.990148	
2001	4	27	14.135301	
2001	4	28	15.99867	
2001	4	29	17.032896	
2001	4	30	20.345828	
2001	5	1	20.576114	
2001	5	2	17.127739	
2001	5	3	16.192166	
2001	5	4	16.183024	
2001	5	5	15.159244	
2001	5	6	17.648598	
2001	5	7	19.815298	
2001	5	8	18.339325	
2001	5	9	20.46538	
2001	5	10	13.845291	
2001	5	11	15.305983	
2001	5	12	15.833859	
2001	5	13	17.30544	
2001	5	14	18.727719	
2001	5	15	19.752291	
2001	5	16	16.179032	
2001	5	17	17.888918	
2001	5	18	20.32516	
2001	5	19	18.552429	
2001	5	20	21.188067	
2001	5	21	22.230838	
2001	5	22	24.573294	
2001	5	23	20.344421	
2001	5	24	23.406377	
2001	5	25	22.700472	
2001	5	26	21.643957	
2001	5	27	20.459788	
2001	5	28	20.588955	
2001	5	29	21.458117	
2001	5	30	23.449649	
2001	5	31	19.719985	
2001	6	1	19.879446	
2001	6	2	19.011095	
2001	6	3	21.864542	
2001	6	4	23.668958	
2001	6	5	22.65863	
2001	6	6	21.097375	
2001	6	7	23.279932	
2001	6	8	25.357971	
2001	6	9	25.271982	
2001	6	10	24.934686	
2001	6	11	26.110404	
2001	6	12	24.203688	
2001	6	13	22.917589	
2001	6	14	21.326662	
2001	6	15	22.587006	
2001	6	16	22.577381	
2001	6	17	22.069037	
2001	6	18	23.889136	
2001	6	19	20.475633	
2001	6	20	22.026312	
2001	6	21	23.576208	
2001	6	22	22.598098	
2001	6	23	22.377331	
2001	6	24	21.734282	
2001	6	25	20.715471	
2001	6	26	22.760656	
2001	6	27	22.545712	
2001	6	28	21.675693	
2001	6	29	23.828114	
2001	6	30	22.8336	
2001	7	1	21.715991	
2001	7	2	25.162429	
2001	7	3	27.303576	
2001	7	4	25.450529	
2001	7	5	26.475232	
2001	7	6	23.896163	
2001	7	7	26.422044	
2001	7	8	26.472789	
2001	7	9	25.616338	
2001	7	10	25.389752	
2001	7	11	22.138357	
2001	7	12	25.462065	
2001	7	13	27.010013	
2001	7	14	26.928194	
2001	7	15	24.765262	
2001	7	16	23.643762	
2001	7	17	25.749176	
2001	7	18	26.984139	
2001	7	19	26.902042	
2001	7	20	26.76821	
2001	7	21	26.621431	
2001	7	22	26.074299	
2001	7	23	26.691141	
2001	7	24	26.281635	
2001	7	25	26.36187	
2001	7	26	28.452144	
2001	7	27	28.683638	
2001	7	28	28.329384	
2001	7	29	28.330004	
2001	7	30	25.114002	
2001	7	31	25.391724	
2001	8	1	26.283682	
2001	8	2	27.308949	
2001	8	3	29.567242	
2001	8	4	29.734858	
2001	8	5	29.792451	
2001	8	6	27.42854	
2001	8	7	28.298948	
2001	8	8	26.881955	
2001	8	9	26.463445	
2001	8	10	25.492837	
2001	8	11	26.731057	
2001	8	12	25.793146	
2001	8	13	24.205528	
2001	8	14	22.036252	
2001	8	15	25.519635	
2001	8	16	25.517056	
2001	8	17	28.602127	
2001	8	18	30.062101	
2001	8	19	29.013125	
2001	8	20	28.253643	
2001	8	21	27.98116	
2001	8	22	27.588545	
2001	8	23	26.714615	
2001	8	24	26.290012	
2001	8	25	26.455533	
2001	8	26	25.103347	
2001	8	27	25.491075	
2001	8	28	25.844727	
2001	8	29	24.927328	
2001	8	30	23.920962	
2001	8	31	24.338483	
2001	9	1	25.195769	
2001	9	2	25.898102	
2001	9	3	26.226797	
2001	9	4	26.667437	
2001	9	5	25.609273	
2001	9	6	25.269091	
2001	9	7	23.236293	
2001	9	8	24.385951	
2001	9	9	25.125685	
2001	9	10	24.51097	
2001	9	11	24.422129	
2001	9	12	23.401724	
2001	9	13	22.156145	
2001	9	14	22.540446	
2001	9	15	21.708254	
2001	9	16	23.219716	
2001	9	17	24.08518	
2001	9	18	23.405119	
2001	9	19	22.975947	
2001	9	20	20.98193	
2001	9	21	21.511089	
2001	9	22	18.411072	
2001	9	23	17.146348	
2001	9	24	18.589727	
2001	9	25	19.298088	
2001	9	26	21.113931	
2001	9	27	20.804224	
2001	9	28	21.08716	
2001	9	29	20.841699	
2001	9	30	20.407745	
2001	10	1	15.788496	
2001	10	2	15.216114	
2001	10	3	17.683755	
2001	10	4	18.972739	
2001	10	5	16.848935	
2001	10	6	15.056441	
2001	10	7	16.996734	
2001	10	8	18.25233	
2001	10	9	18.705112	
2001	10	10	16.227661	
2001	10	11	14.169923	
2001	10	12	16.058056	
2001	10	13	15.888626	
2001	10	14	16.575052	
2001	10	15	17.583058	
2001	10	16	17.158581	
2001	10	17	16.80961	
2001	10	18	12.919594	
2001	10	19	13.6708	
2001	10	20	14.4863	
2001	10	21	15.477751	
2001	10	22	16.701207	
2001	10	23	18.101161	
2001	10	24	16.524186	
2001	10	25	16.166469	
2001	10	26	17.184934	
2001	10	27	17.593989	
2001	10	28	16.745214	
2001	10	29	17.936879	
2001	10	30	15.770113	
2001	10	31	15.383597	
2001	11	1	15.014681	
2001	11	2	11.646487	
2001	11	3	8.3258482	
2001	11	4	9.979606	
2001	11	5	8.6743329	
2001	11	6	8.5459248	
2001	11	7	4.4355466	
2001	11	8	5.6007906	
2001	11	9	9.3494193	
2001	11	10	10.444109	
2001	11	11	8.9264389	
2001	11	12	9.0543748	
2001	11	13	7.2086542	
2001	11	14	4.6698164	
2001	11	15	4.2646236	
2001	11	16	5.1134496	
2001	11	17	6.82204	
2001	11	18	6.5460781	
2001	11	19	6.3217486	
2001	11	20	7.4686983	
2001	11	21	8.1324966	
2001	11	22	9.0335413	
2001	11	23	7.2767111	
2001	11	24	9.1772842	
2001	11	25	9.3640829	
