2040	1	1	0.5	
2040	1	2	-0.6	
2040	1	3	-1.8	
2040	1	4	-0.8	
2040	1	5	-0.9	
2040	1	6	-1.2	
2040	1	7	-1.8	
2040	1	8	-1.9	
2040	1	9	-1.5	
2040	1	10	-1.4	
2040	1	11	-1.5	
2040	1	12	-0.8	
2040	1	13	-1.6	
2040	1	14	-1.4	
2040	1	15	-1.3	
2040	1	16	0.2	
2040	1	17	0.9	
2040	1	18	1.3	
2040	1	19	0.7	
2040	1	20	-0.6	
2040	1	21	-2.0	
2040	1	22	-2.4	
2040	1	23	-1.9	
2040	1	24	-2.1	
2040	1	25	-2.3	
2040	1	26	-1.4	
2040	1	27	-1.0	
2040	1	28	-0.2	
2040	1	29	-1.1	
2040	1	30	-1.2	
2040	1	31	-1.5	
2040	2	1	-1.8	
2040	2	2	-2.3	
2040	2	3	-2.0	
2040	2	4	-1.5	
2040	2	5	-0.9	
2040	2	6	-0.5	
2040	2	7	-0.1	
2040	2	8	-0.8	
2040	2	9	-0.8	
2040	2	10	-1.1	
2040	2	11	-0.1	
2040	2	12	1.7	
2040	2	13	3.0	
2040	2	14	2.9	
2040	2	15	1.7	
2040	2	16	0.6	
2040	2	17	1.6	
2040	2	18	2.3	
2040	2	19	2.8	
2040	2	20	3.5	
2040	2	21	2.8	
2040	2	22	2.8	
2040	2	23	2.7	
2040	2	24	2.1	
2040	2	25	2.6	
2040	2	26	4.4	
2040	2	27	5.3	
2040	2	28	5.7	
2040	3	1	6.0	
2040	3	2	6.6	
2040	3	3	5.8	
2040	3	4	4.7	
2040	3	5	2.4	
2040	3	6	1.8	
2040	3	7	2.9	
2040	3	8	3.8	
2040	3	9	3.5	
2040	3	10	4.1	
2040	3	11	3.7	
2040	3	12	3.5	
2040	3	13	4.9	
2040	3	14	6.3	
2040	3	15	6.6	
2040	3	16	7.8	
2040	3	17	8.5	
2040	3	18	8.2	
2040	3	19	8.7	
2040	3	20	8.9	
2040	3	21	8.4	
2040	3	22	8.5	
2040	3	23	8.1	
2040	3	24	8.8	
2040	3	25	8.0	
2040	3	26	7.5	
2040	3	27	7.4	
2040	3	28	7.8	
2040	3	29	7.7	
2040	3	30	8.8	
2040	3	31	9.1	
2040	4	1	9.3	
2040	4	2	9.6	
2040	4	3	10.8	
2040	4	4	11.1	
2040	4	5	12.1	
2040	4	6	12.0	
2040	4	7	12.5	
2040	4	8	12.8	
2040	4	9	12.9	
2040	4	10	12.2	
2040	4	11	12.1	
2040	4	12	12.4	
2040	4	13	12.1	
2040	4	14	12.7	
2040	4	15	12.9	
2040	4	16	13.4	
2040	4	17	14.0	
2040	4	18	14.8	
2040	4	19	15.9	
2040	4	20	15.3	
2040	4	21	15.5	
2040	4	22	14.3	
2040	4	23	13.8	
2040	4	24	13.1	
2040	4	25	13.2	
2040	4	26	13.8	
2040	4	27	14.7	
2040	4	28	16.3	
2040	4	29	16.9	
2040	4	30	18.1	
2040	5	1	18.7	
2040	5	2	17.9	
2040	5	3	18.0	
2040	5	4	17.8	
2040	5	5	18.0	
2040	5	6	18.0	
2040	5	7	17.8	
2040	5	8	18.0	
2040	5	9	17.3	
2040	5	10	16.6	
2040	5	11	16.5	
2040	5	12	17.0	
2040	5	13	17.4	
2040	5	14	17.5	
2040	5	15	18.2	
2040	5	16	18.5	
2040	5	17	18.6	
2040	5	18	19.2	
2040	5	19	18.4	
2040	5	20	19.0	
2040	5	21	19.4	
2040	5	22	20.2	
